user_id,lifestyle_archetype,preferred_location_district_id,max_distance_to_work_km,budget_min_vnd,budget_max_vnd,preferred_room_type,preferred_gender,accept_smoking_roommates,accept_pets,need_private_bathroom,need_air_conditioner,need_parking,need_balcony,need_kitchen,internet_requirement,furniture_requirement,max_roommates,preferred_contract_months,priority_cleanliness,priority_location,priority_budget,priority_privacy,priority_social_environment
U00209,Student,GV,13.7,1113568,2475778,shared_room,any,1,0,0,0,0,0,0,medium,fully_furnished,5,3,2,4,2,2,4
U00210,Young Professional,D1,2.7,3997692,5095562,shared_room,female,0,0,0,1,0,0,0,basic,standard,4,6,3,4,1,2,5
U00211,Young Professional,D3,8.4,7181879,12066030,apartment,male,0,1,0,1,0,1,1,medium,fully_furnished,5,12,2,2,5,3,3
U00212,Student,TD,3.8,1209143,2798829,shared_room,female,1,1,0,0,1,0,0,medium,minimal,3,6,2,4,4,2,4
U00213,Social Butterfly,D3,15.5,4249034,6297822,studio,any,0,0,1,0,0,0,0,basic,minimal,3,12,2,2,3,1,4
U00214,Young Professional,D1,19.2,7980493,9470547,apartment,female,0,1,0,1,0,1,1,high,fully_furnished,3,24,3,3,3,3,3
U00215,Student,GV,18.4,1873604,5529304,shared_room,female,1,1,0,1,1,0,1,medium,standard,4,12,2,1,5,1,4
U00216,Student,TD,17.5,3190931,7640157,apartment,female,0,1,1,0,0,0,0,medium,minimal,3,12,3,4,3,2,4
U00217,Student,GV,14.8,2251809,4252161,shared_room,male,0,1,0,0,0,0,0,high,fully_furnished,5,6,2,2,3,1,3
U00218,Student,GV,17.6,2310314,5545952,studio,any,1,1,0,0,0,0,0,high,minimal,5,12,2,4,1,1,4
U00219,Student,GV,9.1,1335198,5977852,studio,male,1,1,0,0,1,0,0,medium,minimal,6,3,2,3,1,1,5
U00220,Privacy Seeker,TB,17.2,1874580,4506830,shared_room,male,1,1,1,0,1,0,0,medium,standard,1,3,4,5,4,5,1
U00221,Social Butterfly,D1,12.8,3989195,7541259,studio,male,1,1,0,0,1,0,0,high,minimal,5,3,3,2,4,1,4
U00222,Student,GV,1.3,2034223,3145582,shared_room,any,0,0,0,0,1,0,0,medium,standard,6,3,2,5,3,1,5
U00223,Student,TD,8.6,2518835,5419879,studio,female,1,1,0,0,1,0,0,medium,minimal,6,12,2,1,4,2,3
U00224,Privacy Seeker,CG,4.5,1076527,5832528,studio,female,1,0,1,0,1,0,0,high,minimal,2,3,3,4,1,4,1
U00225,Student,TB,17.9,2738829,5378958,studio,male,1,1,0,0,1,0,0,high,standard,3,3,1,2,5,1,3
U00226,Social Butterfly,D1,1.5,7604890,10445461,apartment,any,1,0,0,0,1,1,1,medium,minimal,6,6,3,3,3,1,4
U00227,Social Butterfly,D3,12.2,7420012,10184828,apartment,any,0,0,0,1,1,1,1,basic,fully_furnished,5,24,3,2,2,1,5
U00228,Social Butterfly,D3,17.0,5297645,9541871,apartment,male,0,1,0,0,0,0,1,high,standard,4,6,3,5,1,2,5
U00229,Remote Worker,D2,2.2,9602379,13765858,apartment,male,1,1,1,1,0,1,1,high,fully_furnished,1,12,4,3,4,4,2
U00230,Social Butterfly,HK,6.8,7018691,10456266,studio,female,1,1,1,1,1,1,1,basic,standard,3,6,2,4,5,1,4
U00231,Remote Worker,D7,19.4,9384948,11839514,apartment,female,1,0,1,1,0,1,1,high,fully_furnished,2,24,4,3,1,4,1
U00232,Social Butterfly,HK,11.1,5023290,8753290,apartment,male,0,0,0,1,1,0,1,medium,minimal,6,6,3,1,2,1,4
U00233,Young Professional,PN,17.3,6830335,9540993,apartment,male,0,1,0,1,0,1,1,medium,standard,5,12,3,4,4,3,3
U00234,Student,TB,5.7,2829638,7125907,apartment,female,0,0,1,0,1,0,0,high,standard,3,12,2,5,1,1,3
U00235,Student,TD,5.3,3685369,4711314,shared_room,female,1,1,0,0,0,0,0,medium,minimal,3,3,2,4,5,2,4
U00236,Privacy Seeker,CG,4.6,2736278,3736762,shared_room,male,0,0,1,0,1,0,0,medium,standard,2,12,3,5,2,4,1
U00237,Student,TB,18.7,2011158,4695819,studio,any,1,1,0,0,0,0,0,medium,minimal,6,6,2,3,4,1,4
U00238,Social Butterfly,D3,3.9,3569076,5284533,studio,any,1,0,0,0,1,0,0,medium,minimal,6,3,2,5,3,1,5
U00239,Young Professional,PN,2.2,7335450,9155048,apartment,male,1,0,0,1,0,1,1,basic,fully_furnished,4,12,3,1,4,3,3
U00240,Privacy Seeker,TB,1.6,3477105,7843808,studio,any,1,1,1,0,1,0,0,high,minimal,1,6,3,1,3,4,1
U00241,Student,TD,16.7,3683044,7595943,apartment,male,1,1,0,0,0,0,0,basic,minimal,5,6,2,3,4,1,4
U00242,Remote Worker,D2,15.7,11629548,14622093,studio,female,0,1,1,1,0,0,1,high,fully_furnished,2,12,4,4,4,4,3
U00243,Remote Worker,BT,11.1,9535285,11728570,studio,male,1,0,0,1,1,1,1,high,fully_furnished,4,3,3,1,2,3,3
U00244,Privacy Seeker,TX,14.3,3456418,6494782,shared_room,any,0,0,1,0,0,0,0,medium,minimal,1,3,4,1,2,4,1
U00245,Young Professional,PN,4.4,6187132,10522784,studio,any,1,1,0,1,1,0,1,high,standard,6,6,3,4,3,3,2
U00246,Remote Worker,D2,19.6,10975351,13384300,apartment,female,1,1,0,1,0,1,1,high,fully_furnished,1,6,3,1,3,4,2
U00247,Young Professional,D1,19.8,5010203,6828445,studio,male,1,0,0,0,0,0,0,medium,minimal,4,12,3,3,3,2,3
U00248,Privacy Seeker,CG,3.2,1209784,4960495,studio,male,1,0,1,0,0,0,0,basic,standard,1,6,2,4,4,4,1
U00249,Student,TB,13.0,2371173,6228416,studio,female,1,1,0,0,1,0,0,basic,standard,6,6,2,4,4,2,4
U00250,Remote Worker,D7,11.5,11262823,13078543,apartment,any,0,0,1,1,0,0,1,high,minimal,2,6,2,4,4,4,2
U00251,Privacy Seeker,CG,4.4,3609382,7305537,apartment,female,1,0,1,0,0,0,0,high,standard,1,24,3,1,4,5,1
U00252,Social Butterfly,HK,14.2,3529759,8085805,apartment,female,0,0,0,1,0,0,1,high,fully_furnished,5,24,3,3,3,1,5
U00253,Young Professional,D1,10.4,4721425,6128840,shared_room,male,0,1,1,0,0,0,1,medium,minimal,4,12,4,1,3,3,3
U00254,Social Butterfly,HK,5.1,6112969,7272504,studio,female,0,0,0,0,1,0,0,high,minimal,6,6,2,2,5,1,5
U00255,Remote Worker,D2,10.3,11625582,13965318,studio,female,1,0,0,1,0,0,1,high,fully_furnished,2,3,3,2,2,4,1
U00256,Privacy Seeker,CG,4.2,1061150,2258287,shared_room,female,1,1,1,0,1,0,0,medium,minimal,2,6,3,5,3,5,1
U00257,Student,TD,1.4,1933106,5776136,studio,male,0,1,0,0,1,0,0,basic,minimal,5,6,1,3,2,2,4
U00258,Remote Worker,BT,14.9,9062594,11868065,apartment,any,0,0,1,1,0,1,1,high,fully_furnished,1,12,5,4,1,4,2
U00259,Young Professional,D1,4.0,6601523,8641356,studio,female,0,0,1,1,0,1,1,high,standard,3,6,3,4,5,2,5
U00260,Privacy Seeker,TD,4.8,2470062,4689679,studio,male,1,0,0,0,1,0,0,medium,minimal,1,6,4,2,3,4,1
U00261,Privacy Seeker,TB,15.8,1422366,5640608,shared_room,female,0,1,1,1,0,0,1,medium,standard,2,3,4,3,3,4,1
U00262,Privacy Seeker,CG,7.7,2433523,5611468,studio,any,1,0,1,0,0,0,0,high,standard,2,12,3,2,1,4,1
U00263,Student,TB,17.7,1709320,3817503,studio,male,0,1,0,0,0,0,0,medium,standard,3,6,1,1,2,2,4
U00264,Privacy Seeker,TX,18.9,2643842,4014891,shared_room,any,1,0,1,0,0,0,0,medium,standard,1,6,3,1,2,4,2
U00265,Student,TB,3.3,3976431,5374311,studio,female,1,0,0,0,1,0,0,high,minimal,6,3,2,2,1,1,4
U00266,Privacy Seeker,TD,10.1,1029468,2961289,shared_room,male,1,1,0,0,1,0,0,medium,minimal,2,3,4,2,2,5,1
U00267,Social Butterfly,D3,4.6,3927384,6575767,studio,any,1,1,0,0,0,0,0,medium,minimal,5,6,2,4,1,1,4
U00268,Remote Worker,D2,10.5,10238153,15035920,studio,male,0,1,1,1,1,0,1,high,fully_furnished,1,12,4,5,2,4,2
U00269,Student,TD,2.4,1904378,6839246,studio,male,1,0,0,0,0,0,0,high,minimal,4,12,3,2,1,1,3
U00270,Privacy Seeker,TX,2.4,3812888,7396337,studio,male,0,0,1,0,0,0,0,medium,minimal,2,6,4,1,5,4,2
U00271,Remote Worker,D7,6.0,10187047,12423601,studio,female,1,1,1,1,1,1,1,high,standard,1,3,3,2,1,4,1
U00272,Student,TD,7.5,2636942,4752767,shared_room,male,0,0,1,0,0,0,0,high,minimal,3,6,2,1,4,2,4
U00273,Social Butterfly,D1,15.7,4020262,5806139,studio,male,0,1,0,0,0,0,0,medium,minimal,3,6,2,5,5,1,4
U00274,Remote Worker,BT,3.7,8235477,9355445,apartment,male,1,1,1,1,0,0,1,high,minimal,2,6,4,3,1,4,2
U00275,Student,TD,8.1,3957414,8191542,studio,any,1,1,0,1,0,1,1,medium,fully_furnished,3,12,2,2,3,1,3
U00276,Privacy Seeker,TX,14.3,2495934,4293569,studio,female,1,1,0,0,1,0,0,basic,fully_furnished,2,6,4,3,3,4,1
U00277,Young Professional,PN,5.2,4533843,5692570,shared_room,any,0,1,0,0,1,0,1,basic,standard,6,12,3,3,1,2,3
U00278,Student,GV,14.8,1193828,4509196,studio,male,1,0,0,0,0,0,0,high,fully_furnished,5,3,3,1,2,2,4
U00279,Remote Worker,D7,13.3,11224458,14363779,studio,male,0,1,1,0,1,1,1,high,standard,1,6,3,1,1,4,2
U00280,Remote Worker,D7,18.6,10906303,13578424,apartment,male,0,1,1,0,0,1,1,high,fully_furnished,2,12,4,3,5,4,2
U00281,Student,TB,12.1,2828887,4114894,studio,male,1,0,0,0,0,0,0,high,minimal,3,3,2,1,2,2,4
U00282,Privacy Seeker,CG,12.4,3896743,7325215,apartment,any,0,1,1,0,1,0,0,medium,minimal,1,6,3,2,5,5,1
U00283,Privacy Seeker,TX,15.3,2557015,4884713,studio,male,1,0,1,0,1,0,0,high,minimal,1,6,3,3,4,4,1
U00284,Privacy Seeker,TX,19.7,2337653,4637318,studio,male,0,1,1,0,0,0,0,medium,minimal,2,3,4,1,5,4,2
U00285,Student,GV,14.8,3501440,7109713,apartment,any,0,0,1,0,0,0,0,medium,minimal,5,12,2,4,3,2,3
U00286,Young Professional,D1,18.2,7259320,9778022,apartment,any,0,1,0,1,1,1,1,high,standard,6,12,3,1,1,3,2
U00287,Young Professional,D3,8.8,3214558,6550266,studio,male,1,0,0,0,1,0,0,medium,minimal,6,12,3,4,1,3,3
U00288,Remote Worker,D2,15.2,6720344,10346066,apartment,any,0,0,0,1,1,1,0,high,fully_furnished,1,12,3,5,1,4,2
U00289,Student,TD,1.3,1740216,3509638,shared_room,male,0,0,0,0,1,0,0,basic,standard,6,12,2,5,1,2,3
U00290,Student,GV,8.6,1989361,6649938,shared_room,female,0,0,0,1,0,0,1,high,fully_furnished,5,12,1,3,1,2,4
U00291,Young Professional,PN,16.3,3605422,6383137,studio,female,0,0,1,0,0,0,0,medium,standard,2,12,3,2,1,4,3
U00292,Student,GV,19.5,3611290,7624871,apartment,female,0,1,0,0,0,0,0,medium,minimal,5,12,2,3,5,2,4
U00293,Student,TD,4.5,2637706,4870569,studio,male,0,0,1,0,0,0,0,basic,standard,3,3,2,3,4,1,4
U00294,Privacy Seeker,TX,2.4,1628741,3763103,shared_room,any,0,1,1,0,1,0,0,high,minimal,2,3,3,1,4,5,2
U00295,Remote Worker,BT,5.7,8533719,13472941,studio,any,1,1,1,1,0,1,1,high,fully_furnished,1,3,3,3,1,4,2
U00296,Young Professional,D3,11.3,7480986,8530066,apartment,female,1,0,1,1,0,0,1,high,standard,1,12,2,2,2,4,2
U00297,Social Butterfly,D3,19.7,3268559,5862880,studio,male,1,1,0,0,1,0,0,high,minimal,6,3,3,2,1,1,5
U00298,Student,TD,18.2,2764760,6314202,shared_room,any,1,1,0,0,0,0,0,medium,standard,6,12,2,1,1,2,5
U00299,Young Professional,D3,9.2,7030710,10442954,apartment,any,0,0,0,1,1,0,0,basic,fully_furnished,3,6,3,1,1,3,4
U00300,Student,TD,9.6,2155554,3566554,studio,female,0,1,0,0,0,0,0,basic,minimal,6,6,2,4,1,2,3
U00301,Young Professional,PN,13.9,6715395,10921384,studio,male,1,1,1,0,0,1,1,high,standard,4,3,4,3,1,3,2
U00302,Young Professional,D3,1.5,6790994,8131055,apartment,male,0,0,1,0,0,0,1,medium,fully_furnished,1,24,3,3,1,4,2
U00303,Young Professional,PN,17.6,4687038,6495882,studio,female,1,0,0,0,1,0,0,medium,fully_furnished,3,3,3,4,3,3,2
U00304,Young Professional,PN,8.2,4295067,5798720,shared_room,male,1,1,1,0,0,0,1,high,standard,1,6,4,3,4,4,3
U00305,Young Professional,D3,15.9,3661658,5006519,shared_room,female,0,1,0,0,0,0,1,basic,standard,3,3,3,4,3,3,3
U00306,Young Professional,PN,13.8,6709881,9827605,studio,male,1,0,0,0,1,1,1,high,standard,4,6,3,5,1,3,2
U00307,Student,TB,17.8,1479626,4378198,studio,male,0,1,0,0,0,0,0,medium,minimal,5,6,1,2,2,1,4
U00308,Social Butterfly,D1,4.2,3230167,7760585,apartment,any,0,1,0,0,1,0,0,medium,minimal,4,24,4,5,5,1,4
U00309,Social Butterfly,D1,6.9,5864477,9682133,apartment,male,1,0,0,0,1,0,1,high,fully_furnished,5,24,2,4,4,1,4
U00310,Privacy Seeker,TD,10.9,1177400,4203081,studio,female,1,1,1,0,1,0,0,basic,fully_furnished,2,3,3,3,1,4,1
U00311,Young Professional,D1,19.0,6851936,11407121,studio,female,1,1,0,1,0,1,1,high,fully_furnished,1,12,4,3,5,4,2
U00312,Young Professional,PN,1.6,7013225,8605810,studio,any,1,0,0,1,1,1,1,medium,standard,4,6,2,5,1,2,3
U00313,Young Professional,PN,12.9,4499528,9292881,apartment,male,0,0,1,1,1,0,1,high,standard,3,6,3,3,1,3,3
U00314,Student,TD,19.5,3638688,4838551,studio,any,1,0,1,0,1,0,0,high,minimal,5,6,2,2,3,2,4
U00315,Young Professional,D3,12.6,5086008,6196383,shared_room,male,0,0,0,0,1,0,0,basic,fully_furnished,5,3,2,1,5,3,2
U00316,Student,TD,11.4,2404410,4482104,studio,female,1,1,0,0,1,0,0,high,fully_furnished,5,3,2,3,5,2,3
U00317,Remote Worker,BT,12.0,11507616,12915589,studio,any,1,0,1,0,1,0,1,high,standard,2,12,4,4,5,4,3
U00318,Social Butterfly,D1,4.6,6021621,7292381,apartment,any,1,0,0,0,1,0,0,high,standard,3,6,2,4,4,2,5
U00319,Student,GV,19.7,1514197,4550585,shared_room,female,0,1,0,0,1,0,0,medium,minimal,4,3,2,3,5,1,3
U00320,Privacy Seeker,TD,11.1,3079374,7027922,studio,female,1,0,1,0,0,0,0,basic,minimal,1,6,3,3,4,5,1
U00321,Privacy Seeker,TB,7.7,1467656,3799665,studio,any,0,1,1,0,1,0,0,high,minimal,2,3,3,4,5,5,2
U00322,Young Professional,PN,14.6,6859406,11409195,apartment,any,0,0,0,1,0,0,1,high,standard,1,12,3,5,3,4,3
U00323,Remote Worker,BT,8.3,6465751,8145226,studio,any,0,0,1,0,0,0,1,high,standard,1,12,2,2,2,4,1
U00324,Privacy Seeker,TD,10.3,3535168,5009468,shared_room,male,0,0,1,1,0,0,0,medium,standard,1,12,3,1,3,4,1
U00325,Social Butterfly,D1,8.8,6322310,9224145,apartment,any,0,0,0,0,0,1,0,high,fully_furnished,5,12,2,1,3,2,5
U00326,Privacy Seeker,TX,11.1,3008434,7635643,studio,any,0,1,1,0,1,0,0,high,minimal,1,3,3,4,1,5,1
U00327,Young Professional,D1,18.7,7886410,12436951,studio,male,1,1,1,1,1,1,1,medium,fully_furnished,3,3,4,3,2,3,3
U00328,Young Professional,D3,3.9,3359524,5599331,studio,male,1,1,0,0,0,0,0,high,minimal,3,6,3,5,5,3,3
U00329,Student,TB,12.6,1185054,2262758,shared_room,any,1,1,0,0,1,0,0,high,minimal,3,12,1,1,4,2,4
U00330,Young Professional,PN,14.6,6693968,8390538,studio,any,0,1,1,1,0,1,0,high,minimal,1,6,4,2,3,4,2
U00331,Student,GV,15.1,3198268,5404110,studio,any,0,1,0,0,0,0,0,high,standard,3,12,2,4,2,1,5
U00332,Student,GV,16.4,3336161,6668013,studio,any,1,0,1,0,0,0,0,high,standard,3,12,2,3,2,2,4
U00333,Social Butterfly,D3,4.6,6504903,10828843,studio,any,1,0,1,1,1,0,1,high,fully_furnished,4,12,2,2,2,1,4
U00334,Student,GV,8.0,3571031,5750758,studio,female,0,1,0,0,0,0,0,high,minimal,5,12,2,3,2,2,4
U00335,Young Professional,D1,19.3,3407304,6977490,shared_room,male,0,0,0,1,1,0,0,medium,standard,3,3,4,1,5,3,2
U00336,Young Professional,D1,12.7,3880338,6249396,shared_room,any,1,0,0,0,1,0,1,medium,standard,6,3,3,4,3,3,3
U00337,Privacy Seeker,CG,4.4,1881098,6275886,studio,female,1,0,1,0,1,0,0,high,standard,2,12,4,1,2,4,1
U00338,Young Professional,D3,12.6,5460865,7368530,studio,male,1,0,0,0,1,0,0,high,minimal,5,3,3,2,2,3,2
U00339,Young Professional,D1,3.6,5096902,7590256,apartment,female,0,1,1,0,1,0,0,medium,standard,4,6,3,5,3,2,3
U00340,Privacy Seeker,TX,7.2,2185915,4738327,shared_room,female,0,0,0,0,1,0,0,medium,minimal,1,12,3,4,3,5,1
U00341,Remote Worker,D7,16.9,6382748,9301049,apartment,female,1,1,1,1,1,0,1,high,fully_furnished,2,12,3,5,5,4,2
U00342,Privacy Seeker,TB,2.7,1897227,4124133,studio,female,1,1,1,0,1,0,0,high,minimal,2,3,3,2,4,4,2
U00343,Privacy Seeker,CG,12.6,2595482,5941844,shared_room,male,1,0,0,1,1,0,0,high,standard,1,3,4,4,3,4,2
U00344,Young Professional,PN,3.2,4632454,7615398,studio,any,1,1,0,0,1,0,0,medium,minimal,6,3,4,2,5,3,2
U00345,Student,TD,9.4,1953230,6613791,shared_room,male,1,0,0,0,1,0,1,basic,fully_furnished,4,12,2,2,3,2,4
U00346,Student,TD,15.6,2752000,5075849,studio,female,0,1,1,0,1,0,0,high,minimal,6,6,2,4,1,1,4
U00347,Student,TD,10.8,3124426,8111360,studio,male,0,0,1,1,1,1,1,high,standard,6,6,2,1,3,2,4
U00348,Remote Worker,D7,15.7,9408859,12247657,apartment,any,0,1,1,0,0,0,0,high,standard,6,6,4,2,3,3,2
U00349,Student,TD,12.4,3526317,5565105,shared_room,female,1,1,0,1,0,0,0,high,minimal,4,12,1,2,3,2,4
U00350,Social Butterfly,D1,16.3,4422483,6850545,shared_room,any,0,0,0,0,0,0,0,medium,minimal,5,12,3,3,2,1,3
U00351,Student,TD,12.5,2524175,6767714,shared_room,male,1,1,1,1,1,0,0,high,standard,3,3,2,4,4,1,4
U00352,Remote Worker,D7,7.7,9032095,10361901,apartment,any,0,0,1,0,1,1,1,high,standard,1,24,3,1,1,4,1
U00353,Student,TB,12.3,2221405,3562795,studio,female,0,1,1,0,1,0,0,medium,standard,5,3,1,5,1,2,4
U00354,Young Professional,D3,2.4,5234473,10193408,studio,female,1,1,0,0,0,0,1,medium,minimal,5,6,4,3,4,3,3
U00355,Student,GV,14.3,2629589,7144202,apartment,male,0,1,1,0,0,0,0,high,standard,6,6,2,5,1,1,4
U00356,Student,TB,18.2,2449633,5634027,shared_room,male,1,0,0,1,0,0,0,basic,standard,3,12,2,2,5,2,4
U00357,Privacy Seeker,CG,16.1,3953341,8819524,studio,male,0,0,1,1,0,0,1,medium,minimal,1,12,4,1,2,5,2
U00358,Student,TB,1.0,1067119,2848329,shared_room,male,0,0,1,0,0,0,0,medium,fully_furnished,3,6,1,5,3,1,4
U00359,Young Professional,PN,18.5,7116354,8686491,studio,female,0,0,1,1,1,1,1,high,standard,1,12,3,3,5,4,3
U00360,Remote Worker,D7,17.0,8523002,13162646,studio,any,1,1,0,0,1,1,1,high,fully_furnished,2,6,4,4,1,4,2
U00361,Privacy Seeker,TB,19.0,2209977,3898022,shared_room,female,0,1,1,0,0,0,0,basic,minimal,2,3,3,1,3,4,1
U00362,Social Butterfly,D3,7.9,6670135,11182466,studio,female,0,0,0,1,1,1,1,high,standard,5,12,1,2,5,1,4
U00363,Social Butterfly,D1,9.3,3924223,7678704,apartment,male,1,0,1,0,1,0,0,high,standard,4,24,3,4,4,1,5
U00364,Student,GV,10.2,1217845,4769065,studio,any,0,0,0,0,1,0,0,high,minimal,6,3,1,3,2,2,3
U00365,Young Professional,PN,4.6,6827143,9981042,apartment,any,0,1,0,1,1,0,1,medium,minimal,6,6,3,1,2,2,5
U00366,Young Professional,D1,1.9,6939536,10403882,apartment,any,1,1,0,1,1,1,1,medium,fully_furnished,5,6,3,4,3,3,3
U00367,Young Professional,D1,5.0,5227398,8525441,studio,male,0,0,1,1,1,1,1,high,fully_furnished,5,12,3,1,3,3,3
U00368,Remote Worker,D7,3.7,10501578,12147664,studio,male,1,1,1,0,1,0,1,high,minimal,1,12,4,4,4,5,2
U00369,Remote Worker,D7,4.0,8331925,11621788,studio,any,1,0,1,0,0,0,1,high,minimal,2,12,4,3,3,5,2
U00370,Young Professional,PN,18.1,7447414,11035580,apartment,female,0,1,0,0,0,1,1,high,minimal,5,12,3,3,2,3,3
U00371,Privacy Seeker,TX,9.3,3497287,6540762,studio,male,1,1,1,0,1,0,0,medium,minimal,1,3,4,2,1,5,2
U00372,Young Professional,D1,5.1,4375627,6789327,studio,female,0,1,1,0,0,0,0,medium,minimal,5,6,3,5,3,3,2
U00373,Young Professional,PN,11.4,3416993,6196888,shared_room,female,0,1,0,1,1,0,1,medium,minimal,6,12,3,4,2,3,2
U00374,Young Professional,D3,10.6,5909171,10400730,apartment,female,0,1,0,1,1,0,1,medium,fully_furnished,3,6,3,1,2,3,2
U00375,Young Professional,D3,2.2,6993948,11851814,studio,any,0,1,1,1,0,1,1,high,standard,1,3,3,1,4,4,2
U00376,Student,TD,19.6,1378570,3422116,shared_room,any,1,1,0,0,1,0,0,high,minimal,6,12,2,2,1,1,4
U00377,Young Professional,D3,12.8,5042205,7028875,studio,any,1,0,1,0,1,0,0,medium,minimal,5,6,3,5,3,3,2
U00378,Remote Worker,D2,13.7,6151130,9482115,studio,any,0,0,1,1,1,1,1,high,minimal,1,6,3,1,1,4,2
U00379,Student,TD,17.7,1153801,5273541,studio,female,1,0,0,0,1,0,0,high,minimal,5,6,1,2,2,1,5
U00380,Young Professional,D1,3.7,5782424,8860753,apartment,male,0,1,0,1,0,1,1,high,minimal,3,12,3,2,4,2,3
U00381,Young Professional,D1,14.9,5530107,10373668,studio,female,0,0,0,0,1,0,1,high,standard,6,3,4,4,5,3,1
U00382,Student,TD,5.6,2334484,6351312,shared_room,male,1,1,0,0,0,0,0,basic,standard,5,3,2,1,3,2,4
U00383,Student,TD,17.7,2061352,7048106,studio,male,0,0,0,0,1,0,0,medium,minimal,6,12,1,1,5,2,4
U00384,Young Professional,D1,1.0,5103956,8436049,apartment,male,0,0,0,1,1,0,1,high,minimal,6,24,3,1,3,3,3
U00385,Young Professional,D3,8.9,4260136,8632911,apartment,male,1,0,0,1,0,1,1,high,standard,6,24,3,4,3,2,5
U00386,Student,TB,9.2,3580696,4810282,shared_room,female,1,1,1,0,0,0,0,medium,standard,3,3,3,4,2,1,3
U00387,Young Professional,D1,18.5,5659472,7996814,apartment,any,1,0,1,0,0,0,0,medium,fully_furnished,1,6,2,4,2,4,2
U00388,Remote Worker,BT,19.4,8098405,9531657,studio,any,1,1,0,0,0,1,1,high,fully_furnished,2,12,3,3,5,4,2
U00389,Student,GV,9.2,3355284,6432285,studio,female,0,1,1,0,0,0,0,medium,minimal,4,12,1,1,1,2,3
U00390,Social Butterfly,HK,11.1,6378638,10168227,studio,male,0,0,1,0,1,0,1,medium,standard,6,12,3,5,1,2,4
U00391,Privacy Seeker,CG,19.9,3259386,5515317,studio,any,1,1,1,0,0,0,0,medium,standard,1,12,3,3,3,4,1
U00392,Remote Worker,D2,18.9,10223347,13836310,studio,male,1,1,1,1,0,1,1,high,fully_furnished,2,6,4,3,3,4,2
U00393,Student,GV,4.6,3279996,6358634,shared_room,female,0,0,1,0,1,0,1,high,standard,5,6,2,3,4,2,5
U00394,Privacy Seeker,TX,10.9,2894369,6437199,shared_room,female,1,0,1,1,0,0,1,high,standard,2,3,3,1,1,5,1
U00395,Young Professional,D3,1.3,7589682,9518096,studio,any,0,1,1,1,0,0,1,high,standard,3,12,3,2,3,2,4
U00396,Young Professional,D3,6.7,5275443,8401088,apartment,female,1,0,0,0,0,0,1,high,fully_furnished,3,12,3,3,3,3,3
U00397,Social Butterfly,HK,7.5,5134563,8213707,apartment,any,0,1,1,1,0,1,1,high,fully_furnished,4,6,2,4,5,1,5
U00398,Social Butterfly,HK,9.8,6085116,8419382,apartment,any,1,0,0,1,1,1,1,medium,standard,6,12,3,2,5,1,4
U00399,Social Butterfly,D1,11.8,6829692,8132758,apartment,any,0,1,0,1,1,0,1,basic,minimal,6,24,2,2,5,2,5
U00400,Student,TD,9.6,1754140,3464554,shared_room,any,0,0,1,0,1,0,0,high,minimal,5,6,2,4,3,2,4
U00401,Young Professional,D3,8.2,3822857,4999118,shared_room,male,0,1,1,0,1,0,0,high,minimal,6,12,3,2,4,3,3
U00402,Young Professional,D3,6.9,3274859,6789476,studio,any,1,1,1,0,0,0,0,basic,standard,3,3,3,4,1,3,3
U00403,Young Professional,PN,8.3,6762136,9416975,apartment,female,1,0,1,1,0,0,1,high,fully_furnished,2,12,4,2,3,4,3
U00404,Privacy Seeker,TD,1.6,3416446,5151830,studio,any,1,0,1,0,1,0,0,high,minimal,2,6,3,4,1,4,1
U00405,Young Professional,D1,1.2,5480602,8342940,apartment,male,1,1,1,1,1,0,1,medium,fully_furnished,3,12,3,1,1,3,3
U00406,Student,TB,16.6,2909214,6230757,shared_room,female,1,1,0,1,1,0,0,medium,standard,6,3,2,4,3,1,4
U00407,Social Butterfly,D3,13.9,7608732,9883761,studio,any,1,1,1,1,0,1,1,high,standard,3,12,2,3,1,1,5
U00408,Remote Worker,BT,6.9,10942090,14264340,studio,female,1,1,0,1,0,1,1,high,fully_furnished,1,12,4,5,1,4,2
U00409,Student,TB,11.5,1021787,4862202,shared_room,any,0,0,0,0,1,0,0,high,minimal,4,3,2,5,2,2,4
U00410,Remote Worker,BT,4.1,10871415,13773801,studio,female,1,0,1,1,1,0,0,high,fully_furnished,2,6,2,2,5,4,2
U00411,Young Professional,D3,8.2,5915064,7695194,apartment,any,0,0,0,0,1,0,0,basic,minimal,3,6,3,5,5,3,2
U00412,Student,TD,5.8,2527134,5792032,studio,any,1,1,0,0,0,0,0,medium,minimal,3,3,2,1,3,2,4
U00413,Privacy Seeker,TX,15.6,2793427,3970769,studio,male,0,1,1,0,0,0,0,high,minimal,1,6,3,1,2,5,2
U00414,Student,TD,4.7,2240729,5882803,studio,female,0,0,0,0,0,0,0,basic,standard,4,12,3,2,2,2,4
U00415,Social Butterfly,HK,5.6,5038235,9099273,studio,female,0,0,1,1,1,1,1,medium,minimal,6,3,2,2,3,2,5
U00416,Student,TD,13.8,2103021,3229777,shared_room,female,0,1,0,0,1,0,0,high,standard,3,3,1,1,4,1,4
U00417,Remote Worker,D7,10.0,9040907,11126733,apartment,male,0,0,1,1,1,0,1,high,fully_furnished,1,12,4,4,4,4,3
U00418,Student,TD,9.1,3634437,6700777,studio,female,1,0,1,0,0,0,0,high,minimal,4,6,2,2,3,1,4
