user_id,room_index,room_recommendation_score,group_compatibility_score,final_co_living_score,action,interaction_value,booking_success,stay_duration_days,timestamp
U00880,20,0.5476,0.7739,0.6381,save,0.7,0,0,10:04.8
U00712,2842,0.8586,0.9156,0.8814,view_detail,0.5,0,0,34:08.8
U00063,115,0.6243,0.7787,0.6861,view_detail,0.5,0,0,35:06.7
U00300,2061,0.6353,0.5737,0.6107,click,0.3,0,0,21:36.8
U00337,1100,0.6733,0.5315,0.6166,view_detail,0.5,0,0,24:27.7
U00788,2739,0.7395,0.5714,0.6723,save,0.7,0,0,36:36.7
U00382,950,0.8961,0.3743,0.6874,view_detail,0.5,0,0,39:55.7
U00711,393,0.4802,0.5527,0.5092,impression,0.1,0,0,46:24.7
U00788,1048,0.7727,0.9035,0.825,save,0.7,0,0,52:25.8
U00833,232,0.5071,0.7404,0.6004,chat_host,0.8,0,0,12:42.7
U00250,633,0.6082,0.7776,0.676,click,0.3,0,0,35:08.8
U00776,415,0.6394,0.6452,0.6417,view_detail,0.5,0,0,57:02.7
U00482,894,0.4151,0.4991,0.4487,impression,0.1,0,0,04:32.8
U00356,2854,0.752,0.6576,0.7142,save,0.7,0,0,51:24.7
U00641,2968,0.8427,0.7796,0.8175,view_detail,0.5,0,0,11:07.7
U00120,1283,0.7156,0.6615,0.694,apply,0.9,0,0,25:12.7
U00290,1427,0.7934,0.4495,0.6558,view_detail,0.5,0,0,44:17.7
U00309,316,0.5588,0.4696,0.5231,impression,0.1,0,0,49:57.8
U00895,290,0.6813,0.7553,0.7109,view_detail,0.5,0,0,04:36.7
U00183,1076,0.8594,0.6764,0.7862,save,0.7,0,0,15:41.7
U00386,2635,0.841,0.7734,0.814,view_detail,0.5,0,0,24:35.6
U00426,1836,0.8518,0.4091,0.6747,chat_host,0.8,0,0,42:48.8
U00729,2730,0.8077,0.7329,0.7778,view_detail,0.5,0,0,41:23.8
U00458,1287,0.3723,0.2399,0.3193,impression,0.1,0,0,10:57.7
U00416,1385,0.6489,0.6249,0.6393,view_detail,0.5,0,0,39:50.8
U00570,1685,0.9236,0.8712,0.9026,chat_host,0.8,0,0,45:15.8
U00295,105,0.954,0.535,0.7864,save,0.7,0,0,46:47.8
U00045,156,0.6316,0.8065,0.7016,save,0.7,0,0,12:14.8
U00989,618,0.7446,0.5607,0.671,save,0.7,0,0,14:51.8
U00650,269,0.9074,0.7816,0.8571,save,0.7,0,0,28:03.8
U00742,676,0.8441,0.5505,0.7267,click,0.3,0,0,54:00.6
U00222,2423,0.8059,0.6142,0.7292,save,0.7,0,0,54:07.7
U00678,655,0.562,0.6265,0.5878,save,0.7,0,0,14:22.8
U00809,793,0.706,0.4689,0.6112,click,0.3,0,0,27:00.7
U00567,1196,0.513,0.2679,0.415,impression,0.1,0,0,28:06.6
U00995,631,0.5627,0.5827,0.5707,save,0.7,0,0,35:17.8
U00522,2028,0.7099,0.6073,0.6689,view_detail,0.5,0,0,12:31.8
U00176,1934,0.6721,0.6675,0.6703,save,0.7,0,0,48:38.7
U00303,642,0.9077,0.7264,0.8352,save,0.7,0,0,12:25.8
U00708,742,0.6915,0.5387,0.6304,click,0.3,0,0,26:22.8
U00030,887,0.3168,0.9221,0.5589,save,0.7,0,0,56:36.7
U00953,1389,0.9737,0.74,0.8802,view_detail,0.5,0,0,30:30.7
U00323,1600,0.5076,0.3385,0.44,click,0.3,0,0,47:23.7
U00642,1019,0.9162,0.9147,0.9156,book,1,1,189,59:02.7
U00525,1652,0.7675,0.4843,0.6542,chat_host,0.8,0,0,27:12.8
U00899,1322,0.568,0.587,0.5756,chat_host,0.8,0,0,52:16.8
U00855,2949,0.5569,0.7122,0.619,click,0.3,0,0,17:16.7
U00747,436,0.6948,0.5794,0.6486,view_detail,0.5,0,0,31:34.8
U00237,889,0.4961,0.3434,0.435,view_detail,0.5,0,0,41:08.8
U00778,1235,0.7161,0.4359,0.604,save,0.7,0,0,55:53.7
U00285,153,0.8746,0.5854,0.7589,book,1,1,330,57:02.8
U00707,2097,0.9629,0.9035,0.9391,book,1,1,109,37:41.7
U00642,740,0.8449,0.4772,0.6978,chat_host,0.8,0,0,37:48.7
U00234,918,0.792,0.2424,0.5722,view_detail,0.5,0,0,56:01.7
U00794,486,0.768,0.7401,0.7568,save,0.7,0,0,10:15.7
U00584,1693,0.8941,0.9301,0.9085,save,0.7,0,0,47:06.8
U00172,198,0.7994,0.4526,0.6607,view_detail,0.5,0,0,03:09.7
U00782,2639,0.7517,0.6908,0.7273,click,0.3,0,0,17:10.7
U00540,95,0.7578,0.7292,0.7464,click,0.3,0,0,20:42.8
U00171,2454,0.8857,0.6717,0.8001,apply,0.9,0,0,47:25.7
U00966,782,0.7879,0.5603,0.6969,view_detail,0.5,0,0,32:56.7
U00381,1524,0.8031,0.8947,0.8397,view_detail,0.5,0,0,55:20.8
U00050,514,0.7576,0.8693,0.8023,apply,0.9,0,0,08:15.8
U00312,456,0.7441,0.9153,0.8126,book,1,1,312,18:12.7
U00204,2326,0.8838,0.7058,0.8126,view_detail,0.5,0,0,22:26.7
U00424,613,0.7899,0.9847,0.8678,save,0.7,0,0,34:50.7
U00263,1696,0.5632,0.7623,0.6428,click,0.3,0,0,21:36.7
U00455,871,0.5131,0.8416,0.6445,save,0.7,0,0,22:16.8
U00056,1444,0.7112,0.436,0.6011,save,0.7,0,0,38:51.8
U00824,1587,0.6327,0.5109,0.584,click,0.3,0,0,04:44.7
U00130,91,0.5297,0.7068,0.6005,click,0.3,0,0,57:32.7
U00602,745,0.6544,0.4595,0.5764,click,0.3,0,0,59:44.6
U00388,143,0.6803,0.4286,0.5796,chat_host,0.8,0,0,36:38.8
U00392,103,0.7056,0.6929,0.7005,view_detail,0.5,0,0,45:48.7
U00045,2016,0.848,0.8793,0.8605,book,1,1,127,07:37.7
U00095,254,0.6035,0.3259,0.4925,impression,0.1,0,0,35:03.7
U00575,246,0.2901,0.4953,0.3722,impression,0.1,0,0,38:54.7
U00030,2803,0.7641,0.8693,0.8062,view_detail,0.5,0,0,49:58.7
U00905,2095,0.8098,0.3379,0.621,chat_host,0.8,0,0,19:40.7
U00131,1985,0.7994,0.637,0.7344,view_detail,0.5,0,0,55:44.7
U00440,2505,0.5916,0.5338,0.5685,chat_host,0.8,0,0,31:40.7
U00850,34,0.9415,0.7346,0.8587,chat_host,0.8,0,0,34:26.7
U00961,556,0.9246,0.5196,0.7626,save,0.7,0,0,36:36.8
U00335,1701,0.4793,0.8242,0.6173,chat_host,0.8,0,0,53:01.6
U00227,880,0.4095,0.4868,0.4404,impression,0.1,0,0,02:38.8
U00361,2016,0.6989,0.8258,0.7497,chat_host,0.8,0,0,18:55.8
U00596,2407,0.7748,0.3366,0.5995,view_detail,0.5,0,0,25:36.8
U00686,1988,0.8269,0.7419,0.7929,apply,0.9,0,0,02:07.6
U00228,1821,0.8727,0.5918,0.7603,chat_host,0.8,0,0,15:48.7
U00971,2512,0.8039,0.9602,0.8664,save,0.7,0,0,16:13.7
U00004,2051,0.7026,0.6802,0.6936,view_detail,0.5,0,0,19:18.7
U00871,932,0.556,0.5718,0.5623,chat_host,0.8,0,0,32:15.8
U00589,2552,0.6702,0.7573,0.705,save,0.7,0,0,36:36.7
U00819,1656,0.9172,0.3775,0.7013,click,0.3,0,0,18:38.7
U00334,1653,0.9498,0.6483,0.8292,chat_host,0.8,0,0,23:47.8
U00182,2155,0.7925,0.98,0.8675,chat_host,0.8,0,0,44:09.8
U00021,2794,0.6136,0.5464,0.5867,apply,0.9,0,0,48:52.7
U00399,1266,0.9191,0.6458,0.8098,click,0.3,0,0,16:45.7
U00992,2028,0.8467,0.8257,0.8383,save,0.7,0,0,33:34.8
U00647,629,0.8122,0.9156,0.8536,view_detail,0.5,0,0,59:04.8
U00803,402,0.8518,0.5227,0.7202,view_detail,0.5,0,0,12:40.8
U00510,945,0.1484,0.8475,0.428,impression,0.1,0,0,19:35.7
U00591,1445,0.5343,0.8969,0.6793,chat_host,0.8,0,0,46:36.8
U00595,2918,0.7,0.3584,0.5634,view_detail,0.5,0,0,10:04.7
U00930,2505,0.7074,0.8704,0.7726,save,0.7,0,0,17:57.7
U00111,1602,0.6764,0.5682,0.6331,chat_host,0.8,0,0,57:32.8
U00739,1993,0.8308,0.8157,0.8248,save,0.7,0,0,19:37.7
U00236,2661,0.8818,0.9094,0.8928,save,0.7,0,0,39:09.8
U00420,2270,0.7005,0.674,0.6899,click,0.3,0,0,03:42.8
U00870,2127,0.742,0.7366,0.7398,chat_host,0.8,0,0,13:08.8
U00591,2723,0.8446,0.7178,0.7939,chat_host,0.8,0,0,42:37.7
U00892,1930,0.8778,0.8996,0.8865,apply,0.9,0,0,52:40.8
U00104,1378,0.5502,0.7874,0.6451,save,0.7,0,0,58:44.7
U00959,1352,0.3654,0.7337,0.5127,view_detail,0.5,0,0,13:27.7
U00046,1240,0.5908,0.751,0.6549,apply,0.9,0,0,19:32.7
U00177,336,0.5807,0.5762,0.5789,view_detail,0.5,0,0,42:23.8
U00643,1451,0.9001,0.7336,0.8335,chat_host,0.8,0,0,16:28.8
U00070,1171,0.9422,0.6398,0.8212,book,1,0,0,36:56.8
U00916,1951,0.8123,0.4418,0.6641,view_detail,0.5,0,0,10:00.7
U00632,800,0.7544,0.8573,0.7956,chat_host,0.8,0,0,20:12.6
U00931,2945,0.5378,0.9912,0.7192,save,0.7,0,0,36:49.8
U00011,1026,0.7799,0.52,0.6759,chat_host,0.8,0,0,09:15.7
U00447,1133,0.652,0.8783,0.7425,click,0.3,0,0,18:58.7
U00633,2955,0.4882,0.4792,0.4846,impression,0.1,0,0,43:49.7
U00011,0,0.6518,0.4322,0.564,view_detail,0.5,0,0,45:53.7
U00451,2308,0.7378,0.6547,0.7046,chat_host,0.8,0,0,22:20.8
U00328,2385,0.9408,0.564,0.7901,click,0.3,0,0,20:59.8
U00238,829,0.6034,0.6908,0.6384,chat_host,0.8,0,0,28:11.7
U00486,640,0.5687,0.9963,0.7397,view_detail,0.5,0,0,28:48.7
U00442,2884,0.4762,0.756,0.5881,click,0.3,0,0,40:16.7
U00174,2154,0.6789,0.5007,0.6076,click,0.3,0,0,21:00.8
U00851,1128,0.7834,0.3435,0.6074,save,0.7,0,0,11:57.7
U00269,2821,0.9216,0.5065,0.7556,chat_host,0.8,0,0,16:05.7
U00986,1736,0.91,0.7604,0.8502,save,0.7,0,0,42:29.7
U00872,2588,0.5747,0.2604,0.449,impression,0.1,0,0,53:14.8
U00764,152,0.8169,0.7651,0.7962,apply,0.9,0,0,55:40.8
U00686,2294,0.8022,0.77,0.7893,save,0.7,0,0,05:59.7
U00535,251,0.8791,0.455,0.7095,click,0.3,0,0,54:33.8
U00841,134,0.8921,0.5319,0.748,chat_host,0.8,0,0,57:20.8
U00748,653,0.8054,0.5333,0.6966,chat_host,0.8,0,0,11:18.7
U00715,1001,0.9428,0.5866,0.8003,save,0.7,0,0,22:00.8
U00644,2606,0.7576,0.7421,0.7514,book,1,1,182,20:14.7
U00005,473,0.552,0.5503,0.5513,click,0.3,0,0,24:24.8
U00434,2824,0.8641,0.717,0.8053,apply,0.9,0,0,01:30.8
U00394,1608,0.3215,0.4123,0.3578,impression,0.1,0,0,40:55.7
U00486,1576,0.3348,0.9832,0.5942,apply,0.9,0,0,47:03.8
U00639,2062,0.9392,0.6397,0.8194,view_detail,0.5,0,0,11:18.7
U00033,1175,0.4322,0.3801,0.4114,impression,0.1,0,0,36:05.6
U00377,1225,0.4836,0.9262,0.6606,chat_host,0.8,0,0,36:12.7
U00759,158,0.9494,0.9384,0.945,apply,0.9,0,0,34:39.8
U00062,1954,0.8081,0.1256,0.5351,click,0.3,0,0,54:20.7
U00074,2172,0.826,0.9136,0.861,save,0.7,0,0,00:31.8
U00892,2860,0.722,0.55,0.6532,save,0.7,0,0,10:45.7
U00922,2855,0.7277,0.6529,0.6978,click,0.3,0,0,04:16.8
U00694,2214,0.6562,0.8836,0.7472,save,0.7,0,0,05:59.6
U00459,2534,0.8241,0.7475,0.7935,save,0.7,0,0,41:27.8
U00655,456,0.7958,0.7007,0.7578,book,1,1,144,58:34.6
U00610,627,0.8119,0.83,0.8191,view_detail,0.5,0,0,12:12.8
U00441,2872,0.8798,0.8189,0.8554,chat_host,0.8,0,0,27:09.7
U00353,2889,0.7693,0.6952,0.7397,save,0.7,0,0,34:48.7
U00520,996,0.5901,0.2898,0.47,view_detail,0.5,0,0,39:01.7
U00256,387,0.8438,0.401,0.6667,view_detail,0.5,0,0,39:59.7
U00263,1810,0.7614,0.9021,0.8177,save,0.7,0,0,45:28.7
U00743,1716,0.9516,0.3833,0.7243,chat_host,0.8,0,0,50:53.8
U00972,2624,0.9079,0.9108,0.9091,chat_host,0.8,0,0,58:55.8
U00616,1694,0.8491,0.7055,0.7917,save,0.7,0,0,47:07.8
U00024,2324,0.6578,0.7755,0.7049,click,0.3,0,0,50:24.7
U00971,1991,0.8654,0.8217,0.8479,apply,0.9,0,0,53:08.6
U00189,1587,0.853,0.691,0.7882,chat_host,0.8,0,0,12:27.7
U00273,1571,0.7632,0.7785,0.7693,save,0.7,0,0,00:25.8
U00570,1892,0.8226,0.4199,0.6615,view_detail,0.5,0,0,29:57.7
U00628,499,0.6667,0.7138,0.6855,chat_host,0.8,0,0,30:31.7
U00196,252,0.8745,0.4427,0.7018,view_detail,0.5,0,0,10:18.8
U00118,888,0.5378,0.9026,0.6837,apply,0.9,0,0,14:44.7
U00707,312,0.9042,0.3873,0.6974,chat_host,0.8,0,0,39:57.7
U00499,1370,0.5363,0.8392,0.6575,chat_host,0.8,0,0,59:00.7
U00747,2798,0.8445,0.7876,0.8217,apply,0.9,0,0,14:02.8
U00987,1758,0.3804,0.8005,0.5484,impression,0.1,0,0,15:57.7
U00837,817,0.7289,0.8025,0.7583,view_detail,0.5,0,0,20:48.6
U00258,1964,0.635,0.7257,0.6713,click,0.3,0,0,23:12.7
U00940,2421,0.7327,0.454,0.6212,view_detail,0.5,0,0,44:40.7
U00039,1885,0.6712,0.8822,0.7556,chat_host,0.8,0,0,53:32.7
U00925,1100,0.5605,0.8816,0.6889,save,0.7,0,0,05:32.7
U00375,2061,0.7676,0.7231,0.7498,view_detail,0.5,0,0,06:07.8
U00348,1882,0.8489,0.7473,0.8083,save,0.7,0,0,22:42.7
U00934,1430,0.7364,0.7447,0.7397,save,0.7,0,0,58:26.7
U00787,2511,0.8255,0.4304,0.6675,click,0.3,0,0,59:08.7
U00600,2173,0.4731,0.6225,0.5329,impression,0.1,0,0,52:41.7
U00575,2905,0.3428,0.2706,0.3139,click,0.3,0,0,26:19.7
U00576,117,0.7073,0.5798,0.6563,chat_host,0.8,0,0,26:39.8
U00255,2611,0.6916,0.8913,0.7715,click,0.3,0,0,39:26.8
U00818,1892,0.6144,0.6625,0.6336,click,0.3,0,0,47:35.8
U00172,1753,0.9199,0.6611,0.8164,chat_host,0.8,0,0,45:40.7
U00277,2550,0.6593,0.9237,0.7651,save,0.7,0,0,29:36.7
U00063,359,0.8288,0.5637,0.7228,save,0.7,0,0,30:29.7
U00197,779,0.7,0.7912,0.7365,view_detail,0.5,0,0,36:16.6
U00211,1552,0.6652,0.7447,0.697,click,0.3,0,0,15:34.7
U00469,2681,0.7335,0.8131,0.7653,apply,0.9,0,0,19:58.7
U00122,128,0.7396,0.8795,0.7956,apply,0.9,0,0,56:40.7
U00675,2585,0.9293,0.7555,0.8598,apply,0.9,0,0,15:22.7
U00954,1650,0.5948,0.7561,0.6593,view_detail,0.5,0,0,17:41.8
U00371,898,0.6277,0.8248,0.7065,click,0.3,0,0,47:44.6
U00417,2581,0.7363,0.9363,0.8163,apply,0.9,0,0,11:06.8
U00287,321,0.8761,0.514,0.7313,save,0.7,0,0,12:47.7
U00784,747,0.6514,0.6944,0.6686,view_detail,0.5,0,0,26:53.7
U00196,2890,0.7732,0.8479,0.8031,save,0.7,0,0,01:08.7
U00610,1813,0.7708,0.9351,0.8365,apply,0.9,0,0,12:52.8
U00688,1400,0.6635,0.4945,0.5959,click,0.3,0,0,35:03.8
U00663,524,0.6076,0.3588,0.5081,click,0.3,0,0,46:59.8
U00287,82,0.8963,0.7719,0.8465,click,0.3,0,0,16:31.8
U00461,2418,0.6211,0.5371,0.5875,click,0.3,0,0,52:35.7
U00283,2170,0.5131,0.7844,0.6216,view_detail,0.5,0,0,13:17.8
U00820,2308,0.6354,0.9529,0.7624,apply,0.9,0,0,20:30.8
U00548,2375,0.676,0.7319,0.6984,save,0.7,0,0,42:50.7
U00813,1236,0.8258,0.5921,0.7323,save,0.7,0,0,50:26.7
U00495,2551,0.5723,0.5761,0.5738,view_detail,0.5,0,0,54:50.7
U00278,243,0.4713,0.9457,0.6611,view_detail,0.5,0,0,03:38.8
U00757,452,0.7121,0.7709,0.7356,view_detail,0.5,0,0,30:04.8
U00382,2969,0.5751,0.5958,0.5834,click,0.3,0,0,33:01.7
U00524,74,0.7089,0.9809,0.8177,save,0.7,0,0,21:14.8
U00135,2714,0.9201,0.5854,0.7862,view_detail,0.5,0,0,29:27.8
U00704,2489,0.6217,0.5949,0.611,chat_host,0.8,0,0,52:03.7
U00374,9,0.9048,0.54,0.7589,chat_host,0.8,0,0,18:56.7
U00405,2983,0.8662,0.7037,0.8012,apply,0.9,0,0,57:52.7
U00742,1317,0.6535,0.3091,0.5157,impression,0.1,0,0,01:24.7
U00446,2071,0.88,0.7486,0.8274,book,1,0,0,50:38.7
U00317,404,0.8737,0.9081,0.8875,click,0.3,0,0,29:40.7
U00370,1225,0.8768,0.9383,0.9014,chat_host,0.8,0,0,18:38.8
U00143,2405,0.8446,0.6512,0.7672,save,0.7,0,0,48:34.7
U00129,898,0.6828,0.7167,0.6964,view_detail,0.5,0,0,27:23.7
U00443,1029,0.7824,0.5588,0.693,click,0.3,0,0,55:08.8
U00068,1385,0.4627,0.5259,0.488,impression,0.1,0,0,57:45.7
U00300,1854,0.6105,0.8605,0.7105,view_detail,0.5,0,0,05:32.8
U00325,2909,0.8418,0.9338,0.8786,save,0.7,0,0,43:31.7
U00950,2440,0.8989,0.3525,0.6803,chat_host,0.8,0,0,31:42.7
U00475,829,0.8521,0.8824,0.8642,book,1,1,310,10:25.8
U00476,2676,0.5202,0.7559,0.6145,view_detail,0.5,0,0,09:03.8
U00342,333,0.7545,0.7156,0.7389,view_detail,0.5,0,0,58:51.6
U00086,2604,0.8286,0.7988,0.8167,save,0.7,0,0,50:09.7
U00562,828,0.777,0.9648,0.8521,apply,0.9,0,0,00:14.7
U00890,1902,0.6496,0.7052,0.6718,view_detail,0.5,0,0,16:56.7
U00886,2370,0.8626,0.6952,0.7956,chat_host,0.8,0,0,38:50.7
U00106,187,0.5871,0.8283,0.6836,click,0.3,0,0,05:06.8
U00062,1186,0.8633,0.9292,0.8897,chat_host,0.8,0,0,11:11.8
U00580,1544,0.9344,0.8405,0.8968,save,0.7,0,0,41:06.8
U00047,1118,0.244,0.819,0.474,impression,0.1,0,0,53:14.8
U00190,913,0.9324,0.6124,0.8044,apply,0.9,0,0,53:44.7
U00789,325,0.765,0.5646,0.6848,click,0.3,0,0,14:16.8
U00698,2981,0.67,0.781,0.7144,click,0.3,0,0,14:39.8
U00430,87,0.5475,0.9524,0.7095,click,0.3,0,0,02:37.7
U00247,923,0.8343,0.7152,0.7867,chat_host,0.8,0,0,06:09.6
U00482,2188,0.7057,0.7225,0.7124,chat_host,0.8,0,0,06:33.7
U00859,1506,0.7913,0.9047,0.8367,save,0.7,0,0,13:07.8
U00608,2286,0.8816,0.7831,0.8422,save,0.7,0,0,17:04.8
U00660,1257,0.5992,0.7086,0.643,save,0.7,0,0,21:54.7
U00914,1545,0.6046,0.5686,0.5902,view_detail,0.5,0,0,39:23.7
U00750,1707,0.8699,0.8918,0.8787,view_detail,0.5,0,0,39:34.7
U00371,1433,0.8119,0.6744,0.7569,click,0.3,0,0,31:10.8
U00693,1742,0.6696,0.5594,0.6255,click,0.3,0,0,45:22.7
U00118,1780,0.9379,0.6298,0.8147,view_detail,0.5,0,0,38:33.8
U00360,25,0.7489,0.527,0.6601,chat_host,0.8,0,0,51:48.6
U00811,2667,0.7721,0.8641,0.8089,chat_host,0.8,0,0,57:50.7
U00711,1061,0.7615,0.5265,0.6675,save,0.7,0,0,07:07.7
U00563,273,0.8574,0.5196,0.7223,view_detail,0.5,0,0,36:39.8
U00239,2631,0.4547,0.6743,0.5425,impression,0.1,0,0,42:46.8
U00223,776,0.7718,0.703,0.7443,click,0.3,0,0,13:28.7
U00011,174,0.0992,0.5102,0.2636,click,0.3,0,0,16:33.8
U00482,949,0.6611,0.6399,0.6526,click,0.3,0,0,42:23.7
U00039,705,0.7173,0.7768,0.7411,save,0.7,0,0,45:14.7
U00623,1123,0.6782,0.6372,0.6618,chat_host,0.8,0,0,46:09.8
U00245,872,0.7622,0.802,0.7781,apply,0.9,0,0,50:21.8
U00829,1111,0.8511,0.7022,0.7915,chat_host,0.8,0,0,52:20.8
U00557,2838,0.5385,0.3884,0.4785,impression,0.1,0,0,05:29.8
U00872,1924,0.5653,0.6293,0.5909,save,0.7,0,0,29:15.8
U00327,1123,0.7828,0.8207,0.798,chat_host,0.8,0,0,35:55.7
U00451,2653,0.8315,0.611,0.7433,click,0.3,0,0,41:47.7
U00922,1659,0.9166,0.6045,0.7918,save,0.7,0,0,48:26.7
U00429,738,0.7882,0.6334,0.7263,save,0.7,0,0,17:31.7
U00884,1656,0.8302,0.7285,0.7895,chat_host,0.8,0,0,11:54.7
U00936,1267,0.8223,0.4893,0.6891,view_detail,0.5,0,0,34:10.8
U00730,1816,0.6805,0.8756,0.7585,book,1,1,341,38:09.6
U00880,290,0.6058,0.9805,0.7557,book,1,1,291,43:12.7
U00002,2468,0.7736,0.7242,0.7538,book,1,1,72,54:32.8
U00482,904,0.6524,0.4118,0.5562,click,0.3,0,0,01:01.8
U00851,2354,0.88,0.524,0.7376,view_detail,0.5,0,0,08:00.8
U00538,2060,0.4583,0.3631,0.4202,impression,0.1,0,0,39:48.7
U00972,2259,0.9346,0.6581,0.824,save,0.7,0,0,14:34.7
U00497,1874,0.6651,0.6575,0.6621,view_detail,0.5,0,0,44:47.7
U00580,1979,0.7271,0.7642,0.7419,click,0.3,0,0,48:56.7
U00159,706,0.606,0.3936,0.521,view_detail,0.5,0,0,50:28.8
U00294,1899,0.8288,0.7124,0.7822,save,0.7,0,0,20:44.7
U00373,2067,0.7553,0.6443,0.7109,save,0.7,0,0,57:07.8
U00405,2968,0.8582,0.5659,0.7413,apply,0.9,0,0,10:17.8
U00101,2752,0.9305,0.7377,0.8534,view_detail,0.5,0,0,10:21.7
U00713,1976,0.6876,0.67,0.6806,save,0.7,0,0,52:54.7
U00390,2316,0.5463,0.5164,0.5343,click,0.3,0,0,54:58.8
U00417,220,0.3657,0.682,0.4922,view_detail,0.5,0,0,27:27.7
U00860,569,0.6927,0.7108,0.6999,view_detail,0.5,0,0,05:29.8
U00782,1418,0.9139,0.5647,0.7742,book,1,0,0,31:24.8
U00835,604,0.7938,0.6178,0.7234,save,0.7,0,0,33:50.6
U00737,2233,0.6237,0.5449,0.5922,view_detail,0.5,0,0,57:25.7
U00732,2019,0.6796,0.498,0.607,click,0.3,0,0,34:19.8
U00883,608,0.8976,0.3187,0.666,click,0.3,0,0,54:16.7
U00808,2775,0.7141,0.8134,0.7538,chat_host,0.8,0,0,36:16.7
U00299,2663,0.8807,0.6484,0.7878,apply,0.9,0,0,41:24.8
U00205,2788,0.7285,0.8861,0.7915,view_detail,0.5,0,0,26:11.7
U00031,2249,0.9287,0.5691,0.7849,view_detail,0.5,0,0,02:05.7
U00654,2253,0.4271,0.3154,0.3824,view_detail,0.5,0,0,45:50.8
U00605,1469,0.9077,0.469,0.7322,view_detail,0.5,0,0,03:04.7
U00070,2641,0.7141,0.3578,0.5716,save,0.7,0,0,41:13.8
U00935,410,0.8012,0.9085,0.8441,save,0.7,0,0,14:19.8
U00580,2317,0.8393,0.4997,0.7035,view_detail,0.5,0,0,50:53.7
U00659,2063,0.9793,0.7829,0.9007,save,0.7,0,0,04:29.8
U00693,1444,0.5495,0.3985,0.4891,click,0.3,0,0,56:07.8
U00247,2636,0.4921,0.8766,0.6459,view_detail,0.5,0,0,46:57.7
U00006,2731,0.7355,0.9153,0.8074,apply,0.9,0,0,09:28.8
U00170,45,0.6607,0.6564,0.659,click,0.3,0,0,41:28.7
U00419,1724,0.6798,0.7887,0.7234,view_detail,0.5,0,0,12:59.7
U00123,517,0.8663,0.7399,0.8157,chat_host,0.8,0,0,30:43.7
U00872,866,0.7657,0.5523,0.6803,view_detail,0.5,0,0,30:56.7
U00902,391,0.7158,0.8766,0.7801,chat_host,0.8,0,0,56:57.7
U00214,669,0.6332,0.8085,0.7033,apply,0.9,0,0,06:27.8
U00551,2654,0.6754,0.4944,0.603,save,0.7,0,0,00:11.8
U00932,553,0.5468,0.81,0.6521,save,0.7,0,0,08:13.7
U00899,163,0.9278,0.7573,0.8596,view_detail,0.5,0,0,09:07.8
U00979,231,0.5761,0.6243,0.5954,save,0.7,0,0,32:41.8
U00320,1386,0.7556,0.7305,0.7456,view_detail,0.5,0,0,00:59.8
U00289,102,0.6256,0.6207,0.6236,save,0.7,0,0,03:52.8
U00437,821,0.9098,0.9061,0.9083,book,1,1,100,13:47.8
U00174,229,0.7903,0.6478,0.7333,click,0.3,0,0,31:26.7
U00422,1275,0.773,0.468,0.651,view_detail,0.5,0,0,34:25.7
U00504,769,0.4437,0.6786,0.5377,impression,0.1,0,0,03:05.7
U00315,1367,0.899,0.5174,0.7464,click,0.3,0,0,27:56.8
U00704,1085,0.7296,0.8125,0.7628,chat_host,0.8,0,0,53:50.7
U00839,2631,0.5916,0.8746,0.7048,chat_host,0.8,0,0,40:48.7
U00706,1244,0.2678,0.5007,0.361,impression,0.1,0,0,45:50.8
U00931,1283,0.702,0.7613,0.7257,chat_host,0.8,0,0,23:00.8
U00408,198,0.89,0.8307,0.8663,save,0.7,0,0,27:06.7
U00543,1222,0.9003,0.4206,0.7084,save,0.7,0,0,14:44.7
U00933,375,0.7018,0.3198,0.549,impression,0.1,0,0,15:38.7
U00018,2519,0.3948,0.6428,0.494,click,0.3,0,0,07:25.8
U00104,2301,0.6495,0.8454,0.7279,chat_host,0.8,0,0,11:18.7
U00647,230,0.9004,0.5751,0.7703,chat_host,0.8,0,0,15:26.8
U00048,1932,0.7383,0.3485,0.5824,save,0.7,0,0,45:36.7
U00678,2634,0.6885,0.4213,0.5816,view_detail,0.5,0,0,50:24.8
U00177,715,0.6832,0.7555,0.7121,click,0.3,0,0,51:24.7
U00527,2635,0.5817,0.8215,0.6776,save,0.7,0,0,02:58.7
U00242,1662,0.7137,0.7956,0.7465,save,0.7,0,0,13:54.7
U00280,2074,0.6461,0.3206,0.5159,impression,0.1,0,0,23:00.8
U00210,1373,0.692,0.594,0.6528,save,0.7,0,0,28:07.8
U00930,1564,0.9715,0.7561,0.8853,click,0.3,0,0,07:08.7
U00876,2421,0.5481,0.853,0.6701,view_detail,0.5,0,0,35:45.7
U00915,2212,0.6293,0.6828,0.6507,chat_host,0.8,0,0,39:51.6
U00408,1462,0.8451,0.6284,0.7584,save,0.7,0,0,03:41.8
U00988,2997,0.7753,0.5513,0.6857,save,0.7,0,0,41:29.7
U00118,2230,0.6934,0.7548,0.718,save,0.7,0,0,54:56.6
U00288,2677,0.737,0.4164,0.6088,view_detail,0.5,0,0,57:02.8
U00140,2985,0.9023,0.7317,0.8341,save,0.7,0,0,26:22.7
U00043,1307,0.6727,0.6612,0.6681,view_detail,0.5,0,0,08:38.7
U00194,2193,0.8225,0.7273,0.7844,apply,0.9,0,0,10:29.7
