location_similarity,budget_similarity,smoking_match,pet_match,sleep_group_similarity,cleanliness_group_similarity,social_group_similarity,guest_group_similarity,sleep_similarity,cleanliness_similarity,social_similarity,guest_similarity,occupancy_ratio,target
0.5,0.9863,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,3.0,1
0.5,0.6781,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,3.0,1
0.5,0.6405,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,4.0,1
0.5,1.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,4.0,1
0.5,0.2453,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,4.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,4.0,1
0.5,0.8381,0.0,0.0,0.6,0.8,1.0,1.0,0.6,0.8,1.0,1.0,0.5,1
0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.3333,1
0.5,0.2927,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.25,1
0.5,1.0,0.0,0.0,0.6,1.0,0.4,0.2,0.6,1.0,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,1
0.5,1.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,1.0,1
0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,0.5,1
0.5,0.7876,0.0,0.0,0.8,0.6,0.6,0.4,0.8,0.6,0.6,0.4,0.5,1
0.5,0.9256,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2.0,1
0.5,0.7045,0.0,0.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,2.0,1
0.5,0.0,0.0,0.0,0.2,0.4,0.6,0.4,0.2,0.4,0.6,0.4,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6667,1
0.5,0.8009,0.0,0.0,0.8,0.4,0.2,0.2,0.8,0.4,0.2,0.2,0.5,1
0.5,1.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,1.0,0.6,0.6,1.0,1.0,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.4,1.0,1.0,0.6,0.4,1.0,1.0,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.8,0.4,0.2,0.6,0.8,0.4,0.2,0.75,1
0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,0.75,1
0.5,0.0923,0.0,0.0,0.8,0.8,0.4,0.2,0.8,0.8,0.4,0.2,0.75,1
1.0,1.0,0.0,0.0,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.25,1
0.5,0.749,0.0,0.0,0.8,0.2,0.6,0.4,0.8,0.2,0.6,0.4,3.0,1
0.5,1.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,3.0,1
0.5,0.9951,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,3.0,1
0.5,0.9158,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,2.0,1
0.5,0.9313,0.0,0.0,0.4,0.8,0.6,0.4,0.4,0.8,0.6,0.4,2.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.4,0.6,0.8,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,0.8,0.8,0.6,0.4,0.8,0.8,0.6,0.4,0.3333,1
0.5,0.0,0.0,0.0,0.4,0.8,1.0,0.6,0.4,0.8,1.0,0.6,2.0,1
0.5,1.0,0.0,0.0,1.0,0.8,0.6,0.2,1.0,0.8,0.6,0.2,2.0,1
0.5,1.0,0.0,0.0,0.4,0.8,0.6,0.4,0.4,0.8,0.6,0.4,1.0,1
0.5,0.8026,0.0,0.0,0.6,1.0,0.4,0.2,0.6,1.0,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.5,1
0.5,0.0586,0.0,0.0,0.6,1.0,0.6,0.8,0.6,1.0,0.6,0.8,0.3333,1
0.5,1.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,3.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,3.0,1
0.5,0.8875,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,3.0,1
0.5,0.5311,0.0,0.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,1.0,0.25,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,4.0,1
0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,4.0,1
0.5,0.3786,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,4.0,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,4.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,0.25,1
0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.8,0.6,1.0,0.6,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,1.0,0.6,0.4,0.6,1.0,0.6,0.4,0.3333,1
0.5,1.0,0.0,0.0,0.4,0.2,0.6,0.8,0.4,0.2,0.6,0.8,1.0,1
0.5,0.8129,0.0,0.0,1.0,0.8,0.4,0.4,1.0,0.8,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.6,0.6,0.6,0.4,0.6,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.5,1
0.5,1.0,0.0,0.0,0.4,0.6,1.0,0.8,0.4,0.6,1.0,0.8,3.0,1
0.5,0.7439,0.0,0.0,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,3.0,1
0.5,1.0,0.0,0.0,1.0,0.8,0.4,0.6,1.0,0.8,0.4,0.6,3.0,1
0.5,1.0,0.0,0.0,0.2,1.0,0.6,0.8,0.2,1.0,0.6,0.8,1.0,1
0.5,0.4294,0.0,0.0,0.6,0.8,0.6,0.2,0.6,0.8,0.6,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.5,1
0.5,0.9343,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.4,0.2,0.6,0.8,0.4,0.2,1.0,1
0.5,0.7524,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,1.0,1
0.5,0.5586,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,1.0,1
0.5,0.9931,0.0,0.0,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.4,2.0,1
0.5,0.4501,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,2.0,1
0.5,0.6831,0.0,0.0,0.6,0.4,0.6,1.0,0.6,0.4,0.6,1.0,1.0,1
0.5,0.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.25,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.3333,1
0.5,0.8655,0.0,0.0,0.8,0.4,0.8,0.8,0.8,0.4,0.8,0.8,1.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,2.0,1
0.5,0.7154,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,2.0,1
0.5,0.3667,0.0,0.0,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.6,1.0,1
0.5,0.0997,0.0,0.0,0.6,0.4,0.8,0.8,0.6,0.4,0.8,0.8,1.0,1
0.5,0.4905,0.0,0.0,0.2,0.8,0.6,0.6,0.2,0.8,0.6,0.6,1.0,1
0.5,0.672,0.0,0.0,0.2,0.6,0.6,0.6,0.2,0.6,0.6,0.6,1.0,1
0.5,0.0,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,2.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,2.0,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,0.6667,1
0.5,0.0,0.0,0.0,1.0,0.4,0.8,0.6,1.0,0.4,0.8,0.6,0.6667,1
0.5,1.0,0.0,0.0,0.8,0.2,0.4,0.4,0.8,0.2,0.4,0.4,0.25,1
0.5,0.581,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.25,1
0.5,0.0,0.0,0.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.0,0.3333,1
0.5,0.0,0.0,0.0,0.2,0.6,0.8,1.0,0.2,0.6,0.8,1.0,3.0,1
0.5,1.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,3.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,3.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.8,1.0,0.8,0.6,0.8,0.3333,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,0.25,1
0.5,0.9922,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,2.0,1
0.5,0.5194,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,2.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.6667,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,0.6667,1
0.5,0.7223,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,1.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2.0,1
0.5,1.0,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,2.0,1
0.5,0.9138,0.0,0.0,0.8,0.8,0.8,0.4,0.8,0.8,0.8,0.4,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.4,0.6,0.8,0.8,0.4,0.6667,1
0.5,0.122,0.0,0.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,2.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2.0,1
0.5,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,1.0,1
0.5,1.0,0.0,0.0,1.0,1.0,0.6,0.4,1.0,1.0,0.6,0.4,1.0,1
0.5,0.4561,0.0,0.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,1.0,0.25,1
0.5,0.3161,0.0,0.0,0.6,1.0,0.2,0.2,0.6,1.0,0.2,0.2,4.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.4,0.4,0.8,0.8,0.4,0.4,4.0,1
0.5,0.3319,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,4.0,1
0.5,0.962,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,4.0,1
0.5,0.1286,0.0,0.0,0.4,0.8,0.6,0.4,0.4,0.8,0.6,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,1.0,1
0.5,0.9013,0.0,0.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,1.0,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.3333,1
0.5,0.0,0.0,0.0,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,1.3333,1
0.5,0.0,0.0,0.0,0.8,0.4,0.6,0.4,0.8,0.4,0.6,0.4,1.3333,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1.3333,1
0.5,0.0,0.0,0.0,0.6,1.0,1.0,0.8,0.6,1.0,1.0,0.8,1.0,1
0.5,1.0,0.0,0.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,1.0,1
0.5,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,0.2,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.5,1
0.5,0.4963,0.0,0.0,0.4,0.4,0.8,1.0,0.4,0.4,0.8,1.0,2.0,1
0.5,0.6891,0.0,0.0,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,2.0,1
0.5,0.8127,0.0,0.0,0.8,0.2,0.6,0.8,0.8,0.2,0.6,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.25,1
0.5,1.0,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1
0.5,1.0,0.0,0.0,0.8,0.2,1.0,0.8,0.8,0.2,1.0,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.4,0.8,0.6,0.6,0.4,0.8,0.6,0.25,1
0.5,0.0,0.0,0.0,0.8,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.5,1
0.5,0.4145,0.0,0.0,1.0,1.0,0.8,0.6,1.0,1.0,0.8,0.6,1.0,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,0.25,1
0.5,0.0,0.0,0.0,0.8,0.4,0.4,0.2,0.8,0.4,0.4,0.2,0.5,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,0.6,1.0,0.6,1.0,0.6,0.25,1
0.5,0.7329,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,1.0,1
0.5,0.8125,0.0,0.0,0.8,0.8,1.0,0.6,0.8,0.8,1.0,0.6,0.5,1
0.5,1.0,0.0,0.0,0.8,0.4,0.8,1.0,0.8,0.4,0.8,1.0,1.0,1
0.5,1.0,0.0,0.0,0.8,0.4,0.6,0.8,0.8,0.4,0.6,0.8,0.75,1
0.5,0.2014,0.0,0.0,0.8,0.4,0.6,0.8,0.8,0.4,0.6,0.8,0.75,1
0.5,0.0,0.0,0.0,1.0,0.4,1.0,0.8,1.0,0.4,1.0,0.8,0.75,1
0.5,0.0,0.0,0.0,0.4,0.2,0.6,0.4,0.4,0.2,0.6,0.4,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,0.4,0.8,0.6,0.6,0.4,0.8,0.6,1.0,1
0.5,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
0.5,1.0,0.0,0.0,0.2,0.8,0.6,0.4,0.2,0.8,0.6,0.4,2.0,1
0.5,0.676,0.0,0.0,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.4,2.0,1
0.5,0.1169,0.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1
0.5,0.6878,0.0,0.0,0.8,0.2,1.0,0.8,0.8,0.2,1.0,0.8,1.0,1
0.5,1.0,0.0,0.0,1.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,3.0,1
0.5,0.47,0.0,0.0,0.8,0.4,0.6,0.8,0.8,0.4,0.6,0.8,3.0,1
0.5,0.5155,0.0,0.0,1.0,0.4,1.0,0.8,1.0,0.4,1.0,0.8,3.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.2,0.2,0.6,0.8,0.2,0.2,1.0,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,1.0,0.6,0.6,0.8,1.0,0.6667,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.6667,1
0.5,1.0,0.0,0.0,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.4,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,1.0,1
0.5,0.0,0.0,0.0,0.8,0.4,0.6,0.4,0.8,0.4,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,0.6,1.0,0.6,0.8,0.6,1.0,1
0.5,0.8642,0.0,0.0,0.8,0.2,0.4,0.2,0.8,0.2,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.2,1.0,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.2,0.25,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,2.0,1
0.5,0.7079,0.0,0.0,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,2.0,1
0.5,0.0,0.0,0.0,1.0,0.4,0.4,0.6,1.0,0.4,0.4,0.6,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6667,1
0.5,1.0,0.0,0.0,0.8,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.25,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.5,1
0.5,0.0,0.0,0.0,1.0,0.4,0.8,0.8,1.0,0.4,0.8,0.8,2.0,1
0.5,0.0,0.0,0.0,1.0,0.4,0.6,0.6,1.0,0.4,0.6,0.6,2.0,1
0.5,0.0,0.0,0.0,0.6,0.6,0.2,0.2,0.6,0.6,0.2,0.2,2.0,1
0.5,1.0,0.0,0.0,0.8,0.4,0.2,0.2,0.8,0.4,0.2,0.2,2.0,1
0.5,0.0,0.0,0.0,0.8,1.0,0.8,0.6,0.8,1.0,0.8,0.6,0.3333,1
0.5,0.3569,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1
0.5,0.7579,0.0,0.0,0.2,0.8,0.4,0.6,0.2,0.8,0.4,0.6,3.0,1
0.5,1.0,0.0,0.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,3.0,1
0.5,0.8967,0.0,0.0,0.8,0.8,1.0,0.8,0.8,0.8,1.0,0.8,3.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.25,1
0.5,0.8605,0.0,0.0,0.6,0.6,1.0,0.6,0.6,0.6,1.0,0.6,1.0,1
0.5,0.7178,0.0,0.0,1.0,0.8,0.8,0.8,1.0,0.8,0.8,0.8,1.0,1
0.5,0.8485,0.0,0.0,0.8,0.4,0.8,0.8,0.8,0.4,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.8,0.6,0.8,0.4,0.8,0.6,0.8,0.4,0.25,1
0.5,0.6482,0.0,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.4,1.0,1
0.5,0.9748,0.0,0.0,0.8,0.4,0.4,0.4,0.8,0.4,0.4,0.4,1.0,1
0.5,1.0,0.0,0.0,0.6,1.0,0.8,0.6,0.6,1.0,0.8,0.6,1.0,1
0.5,1.0,0.0,0.0,0.8,0.6,1.0,0.8,0.8,0.6,1.0,0.8,1.0,1
0.5,0.9612,0.0,0.0,0.4,0.8,0.6,0.8,0.4,0.8,0.6,0.8,1.0,1
1.0,0.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.75,1
1.0,0.0,0.0,0.0,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,0.75,1
0.5,0.0,0.0,0.0,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.75,1
0.5,0.7579,0.0,0.0,0.6,0.8,0.6,0.2,0.6,0.8,0.6,0.2,0.5,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,0.6,1.0,0.6,1.0,0.6,0.5,1
0.5,0.0,0.0,0.0,0.2,0.4,1.0,1.0,0.2,0.4,1.0,1.0,0.25,1
0.5,0.7794,0.0,0.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.8,1.0,0.6,0.6,0.8,1.0,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,0.25,1
0.5,0.0559,0.0,0.0,0.8,0.4,0.4,0.2,0.8,0.4,0.4,0.2,0.3333,1
0.5,0.6544,0.0,0.0,0.4,1.0,1.0,0.8,0.4,1.0,1.0,0.8,0.5,1
0.5,0.4737,0.0,0.0,0.6,1.0,0.8,1.0,0.6,1.0,0.8,1.0,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.25,1
0.5,0.0,0.0,0.0,1.0,0.6,0.8,1.0,1.0,0.6,0.8,1.0,0.3333,1
0.5,0.0,0.0,0.0,0.2,0.8,0.6,1.0,0.2,0.8,0.6,1.0,0.25,1
0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1
0.5,0.4181,0.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1
0.5,0.0,0.0,0.0,0.2,0.8,1.0,1.0,0.2,0.8,1.0,1.0,0.25,1
0.5,0.0,0.0,0.0,0.8,0.4,0.6,0.8,0.8,0.4,0.6,0.8,0.6667,1
0.5,0.238,0.0,0.0,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6667,1
0.5,0.4153,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.3333,1
0.5,1.0,0.0,0.0,0.8,0.8,0.6,0.4,0.8,0.8,0.6,0.4,1.0,1
1.0,1.0,0.0,0.0,1.0,0.4,0.8,1.0,1.0,0.4,0.8,1.0,2.0,1
0.5,0.6527,0.0,0.0,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,2.0,1
0.5,0.0,0.0,0.0,0.4,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.6667,1
0.5,0.0,0.0,0.0,0.6,0.8,1.0,0.6,0.6,0.8,1.0,0.6,0.6667,1
0.5,0.0,0.0,0.0,1.0,0.8,0.6,0.6,1.0,0.8,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.6667,1
0.5,0.0578,0.0,0.0,0.8,0.4,0.2,0.2,0.8,0.4,0.2,0.2,0.6667,1
0.5,0.0,0.0,0.0,0.6,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.5,1
0.5,0.0,0.0,0.0,0.8,1.0,0.6,0.8,0.8,1.0,0.6,0.8,0.3333,1
0.5,1.0,0.0,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.4,2.0,1
0.5,1.0,0.0,0.0,0.6,0.4,0.8,0.8,0.6,0.4,0.8,0.8,2.0,1
0.5,1.0,0.0,0.0,0.4,1.0,0.8,1.0,0.4,1.0,0.8,1.0,3.0,1
0.5,1.0,0.0,0.0,1.0,0.4,0.6,0.8,1.0,0.4,0.6,0.8,3.0,1
0.5,1.0,0.0,0.0,0.4,0.8,1.0,0.8,0.4,0.8,1.0,0.8,3.0,1
0.5,0.899,0.0,0.0,0.8,0.2,0.6,0.4,0.8,0.2,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,1.0,0.4,0.6,0.4,1.0,0.4,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,3.0,1
0.5,0.267,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.0,1
0.5,0.0,0.0,0.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,3.0,1
0.5,1.0,0.0,0.0,0.4,0.6,1.0,0.8,0.4,0.6,1.0,0.8,2.0,1
0.5,0.0,0.0,0.0,0.6,0.4,0.6,0.8,0.6,0.4,0.6,0.8,2.0,1
1.0,1.0,0.0,0.0,0.4,0.8,0.2,0.2,0.4,0.8,0.2,0.2,1.0,1
0.5,0.0,0.0,0.0,0.2,0.6,0.6,0.4,0.2,0.6,0.6,0.4,0.5,1
0.5,0.0,0.0,0.0,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.5,1
0.5,0.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,0.5,1
0.5,1.0,0.0,0.0,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.2,1.0,1
0.5,0.9956,0.0,0.0,0.8,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.5,1
0.5,0.7995,0.0,0.0,0.8,0.2,0.4,0.4,0.8,0.2,0.4,0.4,0.5,1
0.5,0.0,0.0,0.0,0.6,0.4,0.4,0.2,0.6,0.4,0.4,0.2,0.75,1
0.5,0.0,0.0,0.0,1.0,0.8,0.8,0.6,1.0,0.8,0.8,0.6,0.75,1
0.5,0.0,0.0,0.0,1.0,0.8,1.0,0.8,1.0,0.8,1.0,0.8,0.75,1
0.5,1.0,0.0,0.0,0.6,1.0,0.4,0.6,0.6,1.0,0.4,0.6,1.0,1
0.5,0.0,0.0,0.0,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.5,1
0.5,0.0,0.0,0.0,0.8,0.2,0.6,0.8,0.8,0.2,0.6,0.8,0.25,1
0.5,0.4247,0.0,0.0,0.8,0.4,0.6,0.6,0.8,0.4,0.6,0.6,1.0,1
0.5,0.9461,0.0,0.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1
